SampleID	location	pedigree	rep_number	plot_number	Batch	Month	day	year	Temperature [C]	Dew Point [C]	Relative Humidity [%]	Solar Radiation [W/m2]	Rainfall [mm]	Wind Speed [m/s]	Wind Direction [degrees]	Wind Gust [m/s]	Soil Temperature [C]	Soil Moisture [%VWC]	Grower	Date Recieved	Date Reported	E Depth	1:1 Soil pH	WDRF Buffer pH	1:1 S Salts mmho/cm	Texture No	Organic Matter LOI %	Nitrate-N ppm N	lbs N/A	Potassium ppm K	Sulfate-S ppm S	Calcium ppm Ca	Magnesium ppm Mg	Sodium ppm Na	CEC/Sum of Cations me/100g	%H Sat	%K Sat	%Ca Sat	%Mg Sat	%Na Sat	Mehlich P-III ppm P	% Sand	% Silt	% Clay	Texture
MOH1-2-1115	MOH1	B73/PHN82	2	1115	3168	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-1154	MOH1	F42/H95	2	1154	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-1188	MOH1	B14A/H95	2	1188	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-1197	MOH1	F42/OH43	2	1197	3168	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-803	MOH1	B37/MO17	2	803	3168	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-805	MOH1	B14A/OH43	2	805	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-823	MOH1	CG119/CG108	2	823	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-829	MOH1	B37/H95	2	829	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-886	MOH1	B14A/MO17	2	886	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-897	MOH1	B37/OH43	2	897	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-909	MOH1	PHW52/PHN82	2	909	3167	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
MOH1-2-996	MOH1	PHW52/PHM49	2	996	3168	7	22	2019	23.4731317829457	17.1643720930233	70.4814321140732	259.098574085555	0.075294263565892	1.51076612903226	185.896551724138	3.22143176689399	23.7790697674419	38.537488372093	Sherry Flint-Garcia	08/14/19	08/16/19	12	7	7.2	0.28	2	3	38.2	138	143	3.4	2529	381	26	16.3	0	2	78	19	1	25	19	51	30	Silty Clay Loam
NCH1-1-105	NCH1	PHW52/PHN82	1	105	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-109	NCH1	B37/OH43	1	109	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-138	NCH1	TX714/TX779	1	138	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-150	NCH1	B73/MO17	1	150	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-155	NCH1	PHW52/PHM49	1	155	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-159	NCH1	B73/PHN82	1	159	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-171	NCH1	F42/MO17	1	171	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-181	NCH1	TX779/LH195	1	181	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-18	NCH1	F42/H95	1	18	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-198	NCH1	B73/TX779	1	198	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-200	NCH1	LH74/PHN82	1	200	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-204	NCH1	CG44/CGR01	1	204	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-219	NCH1	B73/PHM49	1	219	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-230	NCH1	B37/MO17	1	230	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-240	NCH1	TX777/LH195	1	240	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-249	NCH1	B37/H95	1	249	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-250	NCH1	2369/LH123HT	1	250	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-268	NCH1	PHW52/PHM49	1	268	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-276	NCH1	F42/H95	1	276	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-278	NCH1	B14A/OH43	1	278	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-282	NCH1	TX777/LH195	1	282	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-288	NCH1	2369/LH123HT	1	288	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-298	NCH1	CG119/CG108	1	298	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-2	NCH1	B14A/OH43	1	2	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-319	NCH1	B14A/H95	1	319	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-332	NCH1	TX714/TX779	1	332	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-358	NCH1	PHW52/PHN82	1	358	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-370	NCH1	B37/OH43	1	370	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-382	NCH1	B73/PHN82	1	382	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-384	NCH1	B73/TX779	1	384	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-388	NCH1	LH74/PHN82	1	388	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-395	NCH1	B73/MO17	1	395	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-408	NCH1	CG44/CGR01	1	408	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-40	NCH1	LH132/TX779	1	40	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-420	NCH1	TX779/LH195	1	420	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-428	NCH1	B73/PHM49	1	428	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-437	NCH1	PHG39/PHN82	1	437	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-43	NCH1	PHG39/PHN82	1	43	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-448	NCH1	LH132/TX779	1	448	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-450	NCH1	B37/MO17	1	450	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-453	NCH1	TX110/87916	1	453	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-456	NCH1	B14A/MO17	1	456	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-457	NCH1	B37/H95	1	457	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-45	NCH1	B14A/H95	1	45	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-472	NCH1	F42/OH43	1	472	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-487	NCH1	F42/MO17	1	487	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-50	NCH1	B14A/MO17	1	50	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-91	NCH1	TX110/87916	1	91	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-96	NCH1	CG119/CG108	1	96	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-1-98	NCH1	F42/OH43	1	98	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-848	NCH1	B73/PHN82	2	848	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-859	NCH1	PHW52/PHM49	2	859	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-862	NCH1	B14A/MO17	2	862	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-874	NCH1	F42/H95	2	874	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-896	NCH1	B73/MO17	2	896	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-898	NCH1	LH74/PHN82	2	898	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-906	NCH1	B14A/H95	2	906	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-920	NCH1	B73/PHM49	2	920	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-953	NCH1	B73/TX779	2	953	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-961	NCH1	B37/MO17	2	961	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-968	NCH1	B37/H95	2	968	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCH1-2-975	NCH1	B14A/OH43	2	975	3165	7	2	2019	23.727733257012	17.8116428162564	73.131363115693	NA	0.003041738136078	2.30799313893654	146.134405514072	8.47308943089431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
